detail_url,building_name,floor,num_flats,num_blocks,bedroom,bathroom,is_studio,estate_age,posted_days_age,has_view,has_open_view,has_sea_view,has_other_view,is_renovated,is_luxury_renovated,is_single_building,isin_school_network,has_clubhouse,is_appliances_included,is_mall_nearby,has_balcony,saleable_area,rent
https://www.28hse.com/rent/residential/property-1613947,農圃道18號,unknown,320.0,1.0,3.0,2.0,False,13.0,29.0,True,False,True,False,False,False,True,False,False,False,False,False,696.0,29500.0
https://www.28hse.com/rent/residential/property-1618537,同興花園,unknown,112.0,2.0,2.0,2.0,False,25.0,26.0,True,True,False,False,True,False,False,True,False,False,False,False,587.0,20000.0
https://www.28hse.com/rent/residential/property-1624808,傲雲峰,low,2208.0,6.0,2.0,1.0,False,17.0,22.0,True,False,False,True,False,False,False,False,False,False,False,False,452.0,16500.0
https://www.28hse.com/rent/residential/property-1648539,榮輝大廈,high,204.0,2.0,3.0,1.0,False,26.0,7.0,False,False,False,False,False,False,False,False,False,False,False,False,517.0,18000.0
https://www.28hse.com/rent/residential/property-1648445,金都豪苑,high,288.0,1.0,3.0,1.0,False,20.0,7.0,True,True,False,False,True,False,False,False,False,False,False,False,524.0,23000.0
https://www.28hse.com/rent/residential/property-1648369,unknown,mid,300.0,1.0,1.0,1.0,False,17.0,7.0,False,False,False,False,False,False,False,False,False,False,False,False,180.0,4800.0
https://www.28hse.com/rent/residential/property-1648119,新城中心,unknown,280.0,5.0,2.0,1.0,False,33.0,7.0,False,False,False,False,False,False,False,False,False,False,False,False,290.0,11000.0
https://www.28hse.com/rent/residential/property-1149187,美景樓,high,300.0,1.0,2.0,1.0,False,56.0,7.0,False,False,False,False,False,False,True,False,False,False,False,False,356.0,8800.0
https://www.28hse.com/rent/residential/property-1647844,唐樓,unknown,300.0,1.0,1.0,1.0,False,17.0,7.0,False,False,False,False,True,True,False,False,False,False,False,False,160.0,5800.0
https://www.28hse.com/rent/residential/property-1635518,傲雲峰,unknown,2208.0,6.0,0.0,1.0,False,17.0,15.0,False,False,False,False,False,False,False,False,False,False,False,False,452.0,17500.0
https://www.28hse.com/rent/residential/property-1625437,unknown,unknown,300.0,1.0,0.0,1.0,False,17.0,22.0,False,False,False,False,False,False,False,False,False,False,False,False,160.0,6800.0
https://www.28hse.com/rent/residential/property-1632246,迎豐,unknown,300.0,1.0,1.0,1.0,False,4.0,17.0,False,False,False,False,False,False,False,False,False,False,False,False,257.0,12000.0
https://www.28hse.com/rent/residential/property-1530198,單幢樓房,unknown,300.0,1.0,2.0,1.0,False,28.0,22.0,False,False,False,False,False,False,False,False,False,False,False,False,354.0,13500.0
https://www.28hse.com/rent/residential/property-1647559,偉恆昌新村,mid,2730.0,30.0,2.0,1.0,False,43.0,7.0,False,False,False,False,True,True,False,False,False,False,False,False,372.0,12500.0
https://www.28hse.com/rent/residential/property-1646946,迎豐,mid,300.0,1.0,1.0,1.0,False,4.0,7.0,False,False,False,False,True,True,True,False,False,False,False,False,257.0,12600.0
https://www.28hse.com/rent/residential/property-1647471,翔龍灣,high,782.0,5.0,2.0,1.0,False,14.0,8.0,True,True,False,False,True,True,True,True,True,True,True,True,361.0,14500.0
https://www.28hse.com/rent/residential/property-1647450,津匯,unknown,175.0,1.0,0.0,1.0,True,17.0,8.0,True,True,False,False,True,True,False,False,True,False,False,True,245.0,10800.0
https://www.28hse.com/rent/residential/property-1646635,傲雲峰,unknown,2208.0,6.0,0.0,1.0,False,17.0,8.0,False,False,False,False,False,False,False,False,False,False,False,False,478.0,16800.0
https://www.28hse.com/rent/residential/property-1640901,翔龍灣,mid,782.0,5.0,3.0,2.0,False,14.0,11.0,True,True,True,False,True,True,False,True,True,False,True,True,616.0,22800.0
https://www.28hse.com/rent/residential/property-1646571,傲雲峰,mid,2208.0,6.0,2.0,1.0,False,17.0,8.0,False,False,False,False,False,False,False,False,False,False,False,False,452.0,17300.0
https://www.28hse.com/rent/residential/property-1643063,津匯,unknown,175.0,1.0,0.0,1.0,True,17.0,10.0,True,True,False,False,False,False,True,True,True,False,True,True,261.0,12300.0
https://www.28hse.com/rent/residential/property-1646684,傲雲峰,mid,2208.0,6.0,2.0,1.0,False,17.0,8.0,False,False,False,False,False,False,False,False,False,False,False,False,539.0,18500.0
https://www.28hse.com/rent/residential/property-1646486,unknown,mid,300.0,1.0,1.0,1.0,False,17.0,8.0,False,False,False,False,False,False,False,False,False,False,False,False,160.0,6200.0
